gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSMUSG00000048096.8,5,2,3,10,13,3
ENSMUSG00000041889.8,44,29,31,28,26,32
ENSMUSG00000041879.14,4245,3842,5045,4080,4063,4061
ENSMUSG00000009418.18,812,730,910,807,871,732
ENSMUSG00000026421.15,1161,1041,1536,1232,1238,1376
ENSMUSG00000041801.6,343,336,474,433,478,666
ENSMUSG00000026414.15,10,6,6,12,7,8
ENSMUSG00000026411.18,482,408,592,542,653,642
ENSMUSG00000041642.19,68,54,78,41,27,51
ENSMUSG00000041605.17,17,20,32,25,22,22
ENSMUSG00000041570.15,493,452,608,548,541,449
ENSMUSG00000104509.3,2,3,4,2,3,4
ENSMUSG00000041483.15,3633,3105,4240,3837,3721,3236
ENSMUSG00000026398.15,212,163,202,193,216,201
ENSMUSG00000026393.11,115,74,96,107,108,78
ENSMUSG00000056268.16,17,9,21,15,19,13
ENSMUSG00000033964.13,154,114,208,209,176,110
ENSMUSG00000033952.15,31,15,21,13,32,14
ENSMUSG00000104496.2,347,344,502,413,416,475
ENSMUSG00000052726.17,72,67,92,43,69,74
ENSMUSG00000101795.3,15136,12871,17687,15448,15110,16641
ENSMUSG00000026361.10,1550,1281,1860,1825,1917,1493
ENSMUSG00000033849.4,9,7,16,10,14,8
ENSMUSG00000089640.2,33,15,18,26,26,21
ENSMUSG00000018199.10,11,8,10,5,17,9
ENSMUSG00000018189.13,508,381,599,571,618,524
ENSMUSG00000026360.10,39,32,49,29,25,36
ENSMUSG00000100389.2,3,1,5,3,2,3
ENSMUSG00000100441.2,55,31,44,46,54,101
ENSMUSG00000035131.15,28,21,27,16,35,31
ENSMUSG00000056220.15,11,9,19,9,9,2
ENSMUSG00000101199.2,5,4,7,4,7,4
ENSMUSG00000099875.2,16,7,17,10,14,19
ENSMUSG00000006010.15,18,24,28,14,29,26
ENSMUSG00000006005.19,2157,1798,2456,2082,2325,1777
ENSMUSG00000066842.19,42,19,48,89,123,45
ENSMUSG00000023150.15,7494,6091,8790,7652,7746,7017
ENSMUSG00000052748.15,24,24,16,24,14,20
ENSMUSG00000053286.12,130,112,141,147,160,128
ENSMUSG00000026484.14,792,651,974,776,748,749
ENSMUSG00000026483.14,4,1,2,1,2,2
ENSMUSG00000043019.13,637,538,726,581,684,472
ENSMUSG00000032666.17,283,223,308,294,234,279
ENSMUSG00000014980.15,78,55,60,63,57,68
ENSMUSG00000032649.15,9,6,12,8,2,8
ENSMUSG00000026482.14,200,164,245,265,270,206
ENSMUSG00000080950.2,37,17,25,20,33,18
ENSMUSG00000008475.14,704,601,807,827,847,739
ENSMUSG00000042772.16,4078,3669,4869,4213,4234,3679
ENSMUSG00000042751.15,16,30,29,28,24,20
ENSMUSG00000026479.14,68,73,105,110,127,96
ENSMUSG00000026478.15,4118,3507,4461,4723,5128,4024
ENSMUSG00000042699.12,6783,6079,8038,7145,7275,6432
ENSMUSG00000026473.17,2738,2390,3441,2540,2506,2831
ENSMUSG00000004110.18,8,11,7,9,4,5
ENSMUSG00000056708.6,19,16,27,21,29,32
ENSMUSG00000026470.15,266,226,305,320,347,261
ENSMUSG00000104181.2,26,10,20,15,18,7
ENSMUSG00000026469.15,3708,3250,4365,3896,3886,3264
ENSMUSG00000033701.14,180,168,235,215,191,259
ENSMUSG00000026468.15,8,10,9,5,9,12
ENSMUSG00000033684.15,45,26,52,51,55,61
ENSMUSG00000033671.19,465,367,538,637,581,442
ENSMUSG00000050565.17,129,103,148,143,166,114
ENSMUSG00000078193.3,1332,1122,1617,1570,1638,2173
ENSMUSG00000026600.13,46,29,46,56,35,39
ENSMUSG00000101523.3,1718,1524,2218,1841,1777,1669
ENSMUSG00000026596.14,401,382,458,390,440,313
ENSMUSG00000033557.18,240,204,266,245,279,217
ENSMUSG00000026594.15,228,203,263,298,268,170
ENSMUSG00000070565.12,562,451,588,546,579,435
ENSMUSG00000004031.14,1,4,3,3,2,2
ENSMUSG00000026587.16,13,15,11,4,3,15
ENSMUSG00000073530.12,7,6,1,5,4,2
ENSMUSG00000040782.13,1807,1796,2244,2181,2007,1804
ENSMUSG00000015829.14,7,7,2,4,9,9
ENSMUSG00000014226.11,842,654,997,798,742,835
ENSMUSG00000026721.17,238,230,282,243,224,178
ENSMUSG00000040423.12,350,267,381,421,391,310
ENSMUSG00000026715.13,4,5,6,1,4,2
ENSMUSG00000043467.20,33,23,35,40,49,30
ENSMUSG00000026709.11,86,83,105,97,92,81
ENSMUSG00000026708.17,34,40,34,26,24,43
ENSMUSG00000026705.17,348,334,429,398,388,331
ENSMUSG00000026701.16,3385,2944,4204,3286,3145,3721
ENSMUSG00000040323.14,483,491,633,602,612,644
ENSMUSG00000040297.13,1291,1057,1409,1288,1362,1073
ENSMUSG00000102254.2,11,1,7,7,9,11
ENSMUSG00000026698.9,20,15,12,19,12,23
ENSMUSG00000026694.20,385,329,473,374,374,452
ENSMUSG00000026696.16,76,66,74,84,78,74
ENSMUSG00000040225.16,2428,1809,2654,2460,2723,2024
ENSMUSG00000102117.2,660,545,759,678,685,889
ENSMUSG00000026585.14,250,184,339,257,237,217
ENSMUSG00000026584.15,7,2,6,9,2,5
ENSMUSG00000041406.15,5,4,1,6,4,1
ENSMUSG00000026579.9,5,1,2,12,11,4
ENSMUSG00000040918.13,28,27,33,30,42,41
ENSMUSG00000026577.14,5,4,7,18,2,6
ENSMUSG00000026575.16,8,5,7,7,6,3
ENSMUSG00000026576.13,8851,6683,9889,9950,10017,8307
ENSMUSG00000026572.12,10,2,4,4,12,5
ENSMUSG00000040843.11,528,415,618,577,569,481
ENSMUSG00000040836.16,87,103,144,110,99,104
ENSMUSG00000026571.13,882,692,1096,1181,1285,900
ENSMUSG00000026568.7,67,47,81,101,129,84
ENSMUSG00000026566.16,2,1,1,1,2,2
ENSMUSG00000026565.19,426,336,504,478,479,356
ENSMUSG00000040612.14,12,8,13,8,4,4
ENSMUSG00000026563.14,100,70,113,143,131,80
ENSMUSG00000040596.16,217,196,283,247,300,214
ENSMUSG00000060568.15,601,536,706,908,934,635
ENSMUSG00000026558.14,210,174,220,187,215,223
ENSMUSG00000052428.11,556,479,611,673,681,663
ENSMUSG00000026687.15,2,5,5,5,6,15
ENSMUSG00000026686.15,98,63,90,74,50,72
ENSMUSG00000052534.16,3623,3164,4246,3836,3921,3457
ENSMUSG00000058622.2,3,6,2,1,3,1
ENSMUSG00000026678.11,75,58,86,75,87,61
ENSMUSG00000038530.12,291,224,359,333,472,318
ENSMUSG00000026674.10,15,3,8,17,22,14
ENSMUSG00000026670.16,381,278,427,348,383,329
ENSMUSG00000026667.15,330,228,341,348,352,211
ENSMUSG00000102752.2,5,1,9,6,4,1
ENSMUSG00000038473.15,79,63,125,122,93,93
ENSMUSG00000102193.2,404,368,481,378,400,471
ENSMUSG00000038463.9,26,16,23,11,11,12
ENSMUSG00000026663.7,125,91,170,128,160,108
ENSMUSG00000026659.14,30,21,29,20,31,46
ENSMUSG00000089838.2,586,507,759,627,639,652
ENSMUSG00000056569.12,16,9,20,9,4,20
ENSMUSG00000005674.10,124,104,142,170,157,117
ENSMUSG00000013593.13,1520,1293,1900,1583,1587,1635
ENSMUSG00000052423.16,221,216,265,212,217,262
ENSMUSG00000062729.13,41,36,41,39,39,58
ENSMUSG00000053483.16,1140,1082,1528,1262,1186,1370
ENSMUSG00000062963.11,1438,1206,1601,1407,1445,1565
ENSMUSG00000079137.4,2,1,1,5,7,4
ENSMUSG00000013973.13,442,428,497,442,420,503
ENSMUSG00000013997.11,35,42,55,51,50,58
ENSMUSG00000006412.11,989,780,1074,912,994,1132
ENSMUSG00000006411.13,1,2,2,1,4,2
ENSMUSG00000026641.14,251,242,289,265,259,262
ENSMUSG00000038209.13,10,6,8,7,14,8
ENSMUSG00000059058.8,2994,2553,3687,3064,3576,4414
ENSMUSG00000026556.17,665,613,766,643,805,707
ENSMUSG00000003458.13,476,428,561,550,714,567
ENSMUSG00000026553.18,5180,4317,6146,5617,5718,4823
ENSMUSG00000003464.14,38,24,47,33,35,39
ENSMUSG00000089803.4,35,32,43,43,32,46
ENSMUSG00000026554.16,2155,2062,2623,2614,2740,2285
ENSMUSG00000013698.13,1742,1627,2161,1822,1895,1910
ENSMUSG00000007122.12,2,13,6,12,8,3
ENSMUSG00000038034.16,64,85,95,59,76,102
ENSMUSG00000050229.4,13,18,21,24,23,27
ENSMUSG00000037995.16,302,291,375,282,313,353
ENSMUSG00000026547.16,5746,4993,7096,5773,5868,6815
ENSMUSG00000026546.17,8,9,8,10,5,6
ENSMUSG00000026544.7,9,8,9,3,1,4
ENSMUSG00000060128.6,13,13,18,20,13,12
ENSMUSG00000005338.15,31,17,15,15,12,24
ENSMUSG00000026527.14,10,19,25,24,14,29
ENSMUSG00000026526.15,900,764,1107,844,953,1005
ENSMUSG00000026525.10,10,14,13,7,18,17
ENSMUSG00000055214.16,61,54,67,89,58,72
ENSMUSG00000078184.2,48,54,57,66,50,74
ENSMUSG00000057335.12,1000,825,1156,1020,970,783
ENSMUSG00000026504.18,21,9,20,25,13,17
ENSMUSG00000121135.1,560,427,641,698,563,512
ENSMUSG00000019699.17,711,635,859,525,516,537
ENSMUSG00000063659.12,1227,996,1442,1150,1208,1068
ENSMUSG00000015961.9,1576,1314,1780,1516,1716,1397
ENSMUSG00000102493.2,3,1,1,5,2,2
ENSMUSG00000026502.14,183,152,204,187,188,199
ENSMUSG00000104126.2,198,193,250,262,254,220
ENSMUSG00000039630.11,41354,36541,49517,42133,39030,40571
ENSMUSG00000026495.9,8,9,9,6,19,6
ENSMUSG00000026494.13,30,17,39,35,48,34
ENSMUSG00000055067.16,32,35,51,35,45,39
ENSMUSG00000038936.14,280,280,382,282,309,362
ENSMUSG00000026491.14,84,95,130,113,106,71
ENSMUSG00000026490.19,616,490,670,640,716,458
ENSMUSG00000026489.14,9,14,17,23,22,21
ENSMUSG00000010609.16,100,101,99,99,115,151
ENSMUSG00000055676.5,431,449,610,534,455,607
ENSMUSG00000038855.11,11,6,9,5,12,15
ENSMUSG00000026496.12,1239,978,1407,1073,1121,1174
ENSMUSG00000058729.14,158,126,199,213,214,158
ENSMUSG00000026499.6,132,86,138,118,137,148
ENSMUSG00000060743.13,10453,9185,13240,11281,9991,12452
ENSMUSG00000038806.8,2,1,2,3,6,2
ENSMUSG00000103979.2,12,4,8,14,16,11
ENSMUSG00000026520.9,111,106,119,108,108,128
ENSMUSG00000026519.17,104,104,99,122,123,107
ENSMUSG00000026516.9,270,244,361,289,348,276
ENSMUSG00000062169.14,587,492,750,688,760,756
ENSMUSG00000038733.15,4269,3599,4823,4401,4429,3931
ENSMUSG00000004880.12,21,13,30,14,17,14
ENSMUSG00000022995.18,4786,3530,5045,4757,4552,4078
ENSMUSG00000047539.10,156,147,228,223,230,186
ENSMUSG00000026510.11,251,230,299,253,322,271
ENSMUSG00000026509.16,444,421,562,437,381,473
ENSMUSG00000038576.16,47,36,66,20,23,49
ENSMUSG00000030768.13,1,3,4,4,4,2
ENSMUSG00000102478.2,1258,936,1356,1117,1175,1158
ENSMUSG00000046836.14,16,10,15,13,11,11
ENSMUSG00000042901.11,1044,837,1177,1022,974,955
ENSMUSG00000056050.16,3,6,7,2,7,15
ENSMUSG00000039384.9,306,208,334,328,354,309
ENSMUSG00000102606.2,26,11,42,28,40,23
ENSMUSG00000026620.12,75,56,86,37,64,67
ENSMUSG00000039318.13,73,44,70,54,82,45
ENSMUSG00000026618.12,101,74,88,81,95,83
ENSMUSG00000026615.15,1191,1076,1483,1315,1240,1070
ENSMUSG00000102546.2,21,21,16,10,12,7
ENSMUSG00000039239.15,611,522,674,317,375,477
ENSMUSG00000039224.2,372,242,368,325,333,279
ENSMUSG00000039210.17,31,18,28,16,27,34
ENSMUSG00000026610.14,304,271,341,94,111,227
ENSMUSG00000026608.14,88,61,72,51,82,84
ENSMUSG00000102824.2,495,428,614,573,605,629
ENSMUSG00000026605.15,5,3,4,4,1,7
ENSMUSG00000026604.18,63,58,61,51,41,45
ENSMUSG00000026603.14,110,95,131,98,124,106
ENSMUSG00000010175.14,264,186,300,312,273,242
ENSMUSG00000089872.11,125,106,179,109,132,116
ENSMUSG00000026634.17,97,60,92,93,87,83
ENSMUSG00000037568.13,35,39,42,39,26,39
ENSMUSG00000026628.14,17,8,22,11,23,12
ENSMUSG00000037499.10,156,147,183,165,169,218
ENSMUSG00000026627.8,45,14,19,28,43,39
ENSMUSG00000026626.12,1037,907,1315,1043,1064,873
ENSMUSG00000037474.14,300,249,310,263,279,292
ENSMUSG00000037461.11,26,28,53,39,43,32
ENSMUSG00000026623.17,264,208,288,277,260,194
ENSMUSG00000037434.8,87,63,86,104,96,103
ENSMUSG00000102915.2,169,166,183,168,199,215
ENSMUSG00000037395.17,451,407,515,455,525,449
ENSMUSG00000058248.13,4,1,2,2,1,1
ENSMUSG00000037375.17,11,15,10,9,8,9
ENSMUSG00000016262.15,1,2,2,1,2,1
ENSMUSG00000089812.4,7,5,2,4,3,6
ENSMUSG00000016200.15,12,12,18,6,14,10
ENSMUSG00000016181.11,51,45,62,76,86,67
ENSMUSG00000026638.16,167,141,180,183,196,128
ENSMUSG00000016179.12,8,3,4,3,1,3
ENSMUSG00000026640.13,108,91,128,66,88,108
ENSMUSG00000103597.2,2,1,2,3,1,2
ENSMUSG00000050530.15,291,243,312,288,253,292
ENSMUSG00000026643.17,51,46,72,46,37,68
ENSMUSG00000026646.17,162,129,186,133,150,153
ENSMUSG00000109865.2,51,62,62,42,62,41
ENSMUSG00000051396.16,94,94,106,110,142,87
ENSMUSG00000026655.16,274,197,275,277,276,259
ENSMUSG00000081070.2,114,95,132,122,119,105
ENSMUSG00000026657.18,781,657,926,889,905,981
ENSMUSG00000039449.15,62,35,61,47,62,50
ENSMUSG00000083378.4,120,99,117,86,120,150
ENSMUSG00000048186.15,63,47,56,36,51,38
ENSMUSG00000026662.14,1026,972,1233,1181,1238,1206
ENSMUSG00000026664.8,5,4,3,5,4,4
ENSMUSG00000086670.2,208,175,258,186,218,199
ENSMUSG00000026672.12,5,6,2,9,5,6
ENSMUSG00000039145.17,10,10,9,2,4,15
ENSMUSG00000082013.2,161,119,211,158,195,251
ENSMUSG00000039128.14,624,611,794,697,679,699
ENSMUSG00000025816.16,389,388,498,453,367,453
ENSMUSG00000025815.15,30,15,21,29,25,22
ENSMUSG00000043241.15,1478,1247,1870,1614,1629,1279
ENSMUSG00000039046.16,133,126,177,143,134,132
ENSMUSG00000002107.19,787,694,923,964,856,829
ENSMUSG00000082953.4,73,57,70,62,64,54
ENSMUSG00000015619.11,20,13,26,14,12,13
ENSMUSG00000025782.13,17,14,19,18,23,15
ENSMUSG00000025781.15,247,189,268,286,270,286
ENSMUSG00000037262.8,52,44,54,57,49,54
ENSMUSG00000061186.16,2,4,13,14,15,10
ENSMUSG00000103237.2,38,31,42,36,42,42
ENSMUSG00000083900.3,3,2,2,8,6,1
ENSMUSG00000026778.14,14,13,13,11,12,13
ENSMUSG00000082424.5,1,4,2,1,2,7
ENSMUSG00000026773.20,211,157,241,192,213,201
ENSMUSG00000037197.12,708,575,771,665,703,734
ENSMUSG00000058594.16,597,506,729,629,676,637
ENSMUSG00000026767.13,689,567,797,852,785,659
ENSMUSG00000026730.13,17,20,22,34,30,16
ENSMUSG00000049630.7,337,275,392,456,380,296
ENSMUSG00000026727.11,324,316,436,335,344,308
ENSMUSG00000026728.10,32079,28084,40572,36969,32754,39928
ENSMUSG00000063275.17,121,111,107,86,92,115
ENSMUSG00000026718.18,539,433,641,509,521,444
ENSMUSG00000083545.3,12,19,18,11,15,13
ENSMUSG00000057914.16,14,17,31,12,14,20
ENSMUSG00000017418.15,404,339,434,448,570,318
ENSMUSG00000083860.3,171,126,191,182,202,183
ENSMUSG00000026748.14,184,166,249,241,211,191
ENSMUSG00000053702.17,8,5,13,6,7,13
ENSMUSG00000054074.11,452,394,524,332,316,418
ENSMUSG00000026743.17,506,459,619,590,635,415
ENSMUSG00000026740.13,633,498,727,674,678,613
ENSMUSG00000082520.3,30,16,31,21,29,24
ENSMUSG00000051154.13,190,214,228,272,236,238
ENSMUSG00000026739.14,436,354,459,442,433,426
ENSMUSG00000037708.17,7,3,4,8,1,5
ENSMUSG00000026737.13,56,47,82,41,51,62
ENSMUSG00000043415.6,88,59,67,87,93,82
ENSMUSG00000036617.18,265,228,317,320,356,300
ENSMUSG00000060795.6,1036,841,1332,1351,1325,1137
ENSMUSG00000036591.17,504,416,609,641,573,450
ENSMUSG00000048550.18,60,69,89,78,75,78
ENSMUSG00000080846.2,37,26,61,35,52,49
ENSMUSG00000081467.2,256,200,316,259,257,346
ENSMUSG00000025716.15,97,69,80,92,117,85
ENSMUSG00000082516.2,66,53,78,56,44,88
ENSMUSG00000026787.4,61,38,67,42,39,44
ENSMUSG00000026784.15,147,144,195,148,187,190
ENSMUSG00000058835.15,1451,1244,1640,1546,1683,1536
ENSMUSG00000026781.18,82,74,99,94,105,69
ENSMUSG00000026779.7,122,90,126,97,138,122
ENSMUSG00000026775.10,3154,2689,3774,3247,3265,2823
ENSMUSG00000081648.2,3,4,6,4,3,3
ENSMUSG00000084098.2,303,221,341,319,318,293
ENSMUSG00000026771.15,755,682,1014,884,927,692
ENSMUSG00000026986.15,5,3,4,4,10,4
ENSMUSG00000083116.2,926,792,1114,1069,1001,722
ENSMUSG00000026979.17,2,5,7,4,2,5
ENSMUSG00000026976.16,6,6,5,6,4,8
ENSMUSG00000082307.4,3238,2819,4127,3105,3389,3392
ENSMUSG00000084241.2,180,114,157,148,198,143
ENSMUSG00000004113.20,41,36,56,30,30,33
ENSMUSG00000036893.18,344,246,340,288,359,290
ENSMUSG00000026974.12,224,209,269,221,251,296
ENSMUSG00000083796.4,1230,1018,1411,1201,1271,1207
ENSMUSG00000006476.20,1378,1289,1747,1269,1267,1622
ENSMUSG00000078202.4,99,90,142,101,133,174
ENSMUSG00000013465.20,21,5,12,10,17,25
ENSMUSG00000036752.5,2053,1899,2690,2128,2153,2650
ENSMUSG00000044628.6,39,32,49,34,35,58
ENSMUSG00000026966.7,155,160,194,149,159,214
ENSMUSG00000026959.14,14,6,5,3,8,8
ENSMUSG00000036646.14,1,3,1,1,2,3
ENSMUSG00000026956.16,8,1,2,3,5,1
ENSMUSG00000026944.19,263,230,300,254,283,303
ENSMUSG00000015095.13,227,238,284,239,295,280
ENSMUSG00000026942.14,4,1,3,3,5,5
ENSMUSG00000015092.10,142,122,129,94,130,176
ENSMUSG00000029419.9,1,4,3,1,1,1
ENSMUSG00000015087.15,289,267,355,307,354,381
ENSMUSG00000026933.19,211,150,212,160,187,165
ENSMUSG00000036352.17,22,28,27,23,19,40
ENSMUSG00000026932.15,78,67,83,67,73,68
ENSMUSG00000087679.3,4,5,3,3,1,8
ENSMUSG00000036327.19,5,4,6,1,6,8
ENSMUSG00000026930.16,21,25,32,22,30,30
ENSMUSG00000036281.14,6,5,3,7,8,3
ENSMUSG00000026927.18,8,3,8,4,8,4
ENSMUSG00000026926.15,385,325,499,404,406,419
ENSMUSG00000026925.17,1,4,3,3,4,7
ENSMUSG00000026924.18,16,17,13,12,21,10
ENSMUSG00000026923.16,88,87,105,59,66,90
ENSMUSG00000036186.6,13,17,12,9,9,23
ENSMUSG00000082951.2,100,89,115,82,86,162
ENSMUSG00000015776.13,61,38,83,38,59,76
ENSMUSG00000014867.10,745,646,954,738,820,990
ENSMUSG00000015488.15,8,4,15,10,6,10
ENSMUSG00000036067.13,6,6,9,6,3,13
ENSMUSG00000009614.17,19,13,30,7,20,15
ENSMUSG00000009621.19,291,226,324,260,357,258
ENSMUSG00000026918.17,266,198,315,234,281,291
ENSMUSG00000026917.16,19,12,29,15,33,17
ENSMUSG00000015846.17,225,237,271,239,237,268
ENSMUSG00000026837.17,220,156,272,200,227,300
ENSMUSG00000026833.19,55,50,90,39,53,42
ENSMUSG00000035772.12,12,10,10,9,15,27
ENSMUSG00000082895.2,3968,3767,5324,4861,4844,4825
ENSMUSG00000026821.17,240,211,274,237,259,267
ENSMUSG00000026816.15,10,8,14,13,8,7
ENSMUSG00000026812.17,80,69,103,113,99,78
ENSMUSG00000035666.15,308,245,306,258,292,283
ENSMUSG00000026806.16,12,16,16,16,25,23
ENSMUSG00000083773.5,4,1,1,3,1,8
ENSMUSG00000043535.14,260,204,253,225,253,201
ENSMUSG00000026799.16,11,10,14,19,18,12
ENSMUSG00000039844.21,304,274,374,369,325,267
ENSMUSG00000059316.3,131,146,178,134,124,180
ENSMUSG00000069020.10,27,15,28,20,19,31
ENSMUSG00000039787.14,2,4,5,5,8,11
ENSMUSG00000026790.20,982,914,1257,970,1003,1041
ENSMUSG00000019715.15,38,25,27,25,29,30
ENSMUSG00000057738.15,4493,3908,5659,5327,5149,4870
ENSMUSG00000039715.9,11,4,4,4,9,17
ENSMUSG00000054766.14,14027,12021,16646,13954,13874,12768
ENSMUSG00000015335.17,19,11,12,17,15,23
ENSMUSG00000039686.15,232,216,313,248,243,303
ENSMUSG00000039678.13,186,159,254,154,177,203
ENSMUSG00000015337.6,13,13,28,17,14,28
ENSMUSG00000039660.17,5,8,6,7,7,10
ENSMUSG00000039648.15,21,12,12,3,13,14
ENSMUSG00000007476.19,13,3,11,6,9,18
ENSMUSG00000075419.5,110,80,103,108,114,121
ENSMUSG00000052533.15,318,272,417,322,371,301
ENSMUSG00000026860.17,535,514,683,537,587,724
ENSMUSG00000026858.19,21,23,27,26,23,27
ENSMUSG00000026856.15,198,179,241,212,268,229
ENSMUSG00000026853.16,19,10,29,18,26,26
ENSMUSG00000039515.12,975,904,1226,970,964,1129
ENSMUSG00000089762.4,1389,1342,1653,1465,1601,1899
ENSMUSG00000026857.10,162,139,206,142,162,223
ENSMUSG00000026849.19,16,17,6,15,15,18
ENSMUSG00000026851.10,133,114,158,116,129,143
ENSMUSG00000026854.17,55,39,66,42,53,51
ENSMUSG00000075415.14,80,72,110,119,118,109
ENSMUSG00000000194.14,11,7,11,6,19,5
ENSMUSG00000062661.7,45,29,61,49,44,52
ENSMUSG00000076441.10,74,52,91,46,92,66
ENSMUSG00000026843.16,936,793,1021,1003,999,744
ENSMUSG00000039356.16,5,7,15,10,4,14
ENSMUSG00000026842.17,1801,1645,2074,1812,1912,1522
ENSMUSG00000001864.14,395,393,501,399,398,454
ENSMUSG00000001855.16,211,157,279,205,182,203
ENSMUSG00000050592.9,22,7,19,14,9,20
ENSMUSG00000051373.6,6,5,7,8,7,10
ENSMUSG00000039262.17,2368,2062,2763,2348,2545,1997
ENSMUSG00000039254.17,6,5,12,6,5,4
ENSMUSG00000002550.17,2,6,14,10,6,6
ENSMUSG00000026825.18,176,159,218,64,108,160
ENSMUSG00000039205.17,10,7,9,1,3,8
ENSMUSG00000039195.5,213,168,298,163,158,285
ENSMUSG00000026820.6,58,54,70,58,60,78
ENSMUSG00000083004.2,29,25,37,39,31,59
ENSMUSG00000026819.16,58,59,53,55,39,55
ENSMUSG00000039164.3,6,4,13,10,2,7
ENSMUSG00000039157.13,76,51,77,65,71,69
ENSMUSG00000026810.13,15,5,11,18,21,15
ENSMUSG00000026811.19,152,133,193,143,151,221
ENSMUSG00000009566.13,77,60,98,69,80,93
ENSMUSG00000009555.17,161,130,183,135,172,197
ENSMUSG00000059013.13,38,32,51,27,20,49
ENSMUSG00000026797.17,199,164,255,128,126,173
ENSMUSG00000026796.17,530,481,678,624,632,631
ENSMUSG00000026792.17,62,48,71,57,62,65
ENSMUSG00000038900.18,6650,6411,8933,6829,6986,8609
ENSMUSG00000026791.15,24,23,32,25,25,32
ENSMUSG00000038860.16,27,27,39,24,29,36
ENSMUSG00000038831.17,157,109,178,135,148,132
ENSMUSG00000004105.9,146,138,206,163,147,220
ENSMUSG00000082844.2,22,29,37,23,33,49
ENSMUSG00000068966.11,162,131,178,187,186,159
ENSMUSG00000026788.14,85,69,84,67,93,70
ENSMUSG00000038765.15,107,91,123,50,57,79
ENSMUSG00000081244.4,12,7,17,15,16,12
ENSMUSG00000038740.10,51,42,43,42,47,54
ENSMUSG00000038718.16,829,688,970,828,762,877
ENSMUSG00000038696.15,3430,3016,4117,3625,3598,3474
ENSMUSG00000081992.2,7751,7944,10197,10411,10959,11497
ENSMUSG00000087635.4,134,136,160,138,130,121
ENSMUSG00000026867.20,851,768,1016,873,1018,739
ENSMUSG00000026864.14,53811,46917,63969,62606,63438,58638
ENSMUSG00000035949.16,3031,2590,3451,3056,3103,2567
ENSMUSG00000026869.13,98,102,128,139,108,108
ENSMUSG00000026873.10,33,29,29,19,37,39
ENSMUSG00000026874.11,10,4,7,8,15,8
ENSMUSG00000057110.16,26,9,19,14,7,16
ENSMUSG00000026878.18,2658,2426,3221,3252,3186,2728
ENSMUSG00000026879.15,1476,1054,1672,1292,1464,1510
ENSMUSG00000026883.18,1164,1003,1381,1058,1202,1125
ENSMUSG00000026885.14,2,7,7,7,5,7
ENSMUSG00000026895.8,1,3,3,6,3,1
ENSMUSG00000026889.13,417,363,497,458,466,460
ENSMUSG00000026887.10,255,241,305,262,274,297
ENSMUSG00000083101.2,6,1,3,6,5,1
ENSMUSG00000083716.5,1240,1072,1538,1391,1399,1934
ENSMUSG00000009030.15,218,170,215,168,207,185
ENSMUSG00000075376.11,4045,3385,4706,4467,4134,3517
ENSMUSG00000066798.4,220,226,306,236,290,195
ENSMUSG00000050714.10,278,238,326,300,314,219
ENSMUSG00000035437.16,1368,1098,1509,1412,1592,1041
ENSMUSG00000026915.17,4305,3626,4979,4090,4120,3787
ENSMUSG00000107491.2,3,1,3,1,2,1
ENSMUSG00000035403.11,27,28,43,27,40,47
ENSMUSG00000035392.18,512,376,618,513,487,473
ENSMUSG00000084124.2,554,510,736,595,759,838
ENSMUSG00000026749.12,148,151,197,162,214,199
ENSMUSG00000026750.7,2467,2231,3051,2392,2567,2811
ENSMUSG00000063972.14,1969,1681,2404,2367,2359,1876
ENSMUSG00000082508.2,9,11,15,18,13,14
ENSMUSG00000046618.8,2,2,1,4,1,3
ENSMUSG00000062997.7,140,112,156,154,200,238
ENSMUSG00000026755.15,350,288,421,389,357,369
ENSMUSG00000026754.17,118,83,99,100,120,93
ENSMUSG00000035236.18,116,107,141,125,114,94
ENSMUSG00000026753.6,2748,2404,3217,3212,2961,2660
ENSMUSG00000083240.4,49,47,70,58,76,64
ENSMUSG00000082536.2,86014,72626,99516,91419,95036,105246
ENSMUSG00000049252.18,11,2,2,3,8,4
ENSMUSG00000082930.2,10,7,9,10,10,26
ENSMUSG00000081999.4,6580,5731,7585,6643,7371,7735
ENSMUSG00000121171.1,6,14,11,3,8,9
ENSMUSG00000080994.3,6,8,8,12,6,23
ENSMUSG00000049744.16,1,1,1,1,1,2
ENSMUSG00000036890.14,213,159,260,178,195,165
ENSMUSG00000026872.19,89,38,67,104,163,89
ENSMUSG00000052155.6,1105,946,1295,1151,1013,1027
ENSMUSG00000026761.13,354,349,420,466,415,373
ENSMUSG00000036792.13,927,674,1031,949,984,762
ENSMUSG00000081272.2,2111,1990,2724,2201,2092,2390
ENSMUSG00000084177.2,561,521,735,765,708,795
ENSMUSG00000069495.13,1820,1605,2161,2076,1956,1651
ENSMUSG00000026764.16,581,449,660,563,575,424
ENSMUSG00000026765.13,106,88,118,107,123,141
ENSMUSG00000050447.16,53,45,67,31,52,72
ENSMUSG00000026766.17,666,550,771,684,686,715
ENSMUSG00000083270.2,23,13,13,21,26,17
ENSMUSG00000017144.9,663,617,887,819,811,774
ENSMUSG00000081173.2,50,35,49,40,48,65
ENSMUSG00000087701.5,261,254,305,314,262,365
ENSMUSG00000036202.17,127,91,135,124,120,85
ENSMUSG00000026950.19,17,13,17,16,9,28
ENSMUSG00000036093.8,455,383,557,466,537,473
