gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSMUSG00000025402.13,159,160,184,121,166,218
ENSMUSG00000040195.12,81,61,98,64,93,75
ENSMUSG00000044617.9,56,51,81,80,80,76
ENSMUSG00000112909.2,86,85,123,102,99,112
ENSMUSG00000025395.15,369,336,480,350,337,395
ENSMUSG00000061315.15,4789,4342,6079,5446,4831,5052
ENSMUSG00000071072.13,4635,3597,5267,4749,3967,4787
ENSMUSG00000025393.13,22130,19725,27241,24241,23384,25526
ENSMUSG00000040054.18,1024,812,1076,891,1032,750
ENSMUSG00000040043.18,37,28,45,32,63,30
ENSMUSG00000044005.14,128,112,131,165,166,166
ENSMUSG00000051346.10,111,107,147,130,142,131
ENSMUSG00000039994.16,14,18,11,5,10,18
ENSMUSG00000005682.10,198,159,192,176,216,177
ENSMUSG00000025381.4,1453,1264,1770,1565,1595,1718
ENSMUSG00000005683.9,1150,939,1340,1075,1188,1155
ENSMUSG00000039914.7,229,207,240,231,213,301
ENSMUSG00000014498.10,3272,2864,3853,3371,3754,3119
ENSMUSG00000090761.2,266,161,255,236,263,275
ENSMUSG00000039878.14,14,7,15,22,24,16
ENSMUSG00000025374.14,59,37,62,61,47,49
ENSMUSG00000025373.15,938,828,1093,986,1056,1058
ENSMUSG00000025369.16,1442,1298,1782,1491,1567,1373
ENSMUSG00000090841.3,50089,46223,64173,58954,55653,66512
ENSMUSG00000039824.5,2152,2138,2835,2314,2070,2729
ENSMUSG00000025366.9,718,643,925,724,735,855
ENSMUSG00000039810.12,43,49,69,39,63,65
ENSMUSG00000093674.8,2941,2263,3352,2652,3184,4701
ENSMUSG00000025364.14,6362,5851,7972,6823,6852,7555
ENSMUSG00000018166.9,476,325,517,495,526,403
ENSMUSG00000002578.19,105,90,147,90,116,131
ENSMUSG00000049858.9,8,4,10,6,14,8
ENSMUSG00000118400.2,557,454,687,569,648,725
ENSMUSG00000000711.4,503,449,571,545,586,515
ENSMUSG00000025358.17,1169,911,1260,1277,1487,1085
ENSMUSG00000064030.16,22,21,43,28,43,45
ENSMUSG00000045055.6,29,21,25,24,19,29
ENSMUSG00000025354.6,444,385,498,423,483,429
ENSMUSG00000078427.4,303,277,352,328,380,322
ENSMUSG00000025353.6,347,283,462,412,411,399
ENSMUSG00000025352.7,1090,1011,1275,1180,1043,1332
ENSMUSG00000025351.15,160,160,221,195,241,221
ENSMUSG00000025350.16,4,5,2,2,5,6
ENSMUSG00000090247.8,119,163,232,205,180,241
ENSMUSG00000025348.11,25,25,40,24,29,28
ENSMUSG00000040540.7,450,381,517,444,459,421
ENSMUSG00000081208.2,9,8,13,8,6,9
ENSMUSG00000020457.14,2743,2507,3329,2890,2882,3090
ENSMUSG00000020454.18,294,259,369,301,311,298
ENSMUSG00000020453.18,1009,943,1200,923,933,1095
ENSMUSG00000034614.15,1,1,3,1,3,2
ENSMUSG00000020451.18,150,140,200,191,220,175
ENSMUSG00000020448.17,202,145,205,225,221,222
ENSMUSG00000034570.13,2,2,3,2,1,6
ENSMUSG00000020439.18,167,139,206,141,177,178
ENSMUSG00000056579.19,73,48,59,26,51,49
ENSMUSG00000034543.16,509,506,599,482,618,512
ENSMUSG00000020435.18,49,49,63,26,35,33
ENSMUSG00000082816.2,356,280,426,379,336,455
ENSMUSG00000020430.13,18,17,22,21,31,30
ENSMUSG00000084170.2,14,6,21,6,14,9
ENSMUSG00000003585.14,2,3,6,3,3,7
ENSMUSG00000083838.2,114,92,129,113,107,124
ENSMUSG00000002129.12,3244,2886,4219,3171,3126,3630
ENSMUSG00000034412.14,108,94,133,104,106,106
ENSMUSG00000020424.4,5,2,3,3,4,5
ENSMUSG00000034394.15,4,3,8,4,9,4
ENSMUSG00000034354.18,452,362,499,435,515,376
ENSMUSG00000020412.17,401,339,494,417,414,443
ENSMUSG00000009076.11,235,193,258,197,226,313
ENSMUSG00000009073.17,447,352,476,393,402,374
ENSMUSG00000034285.16,1133,946,1327,984,1199,1302
ENSMUSG00000034274.12,604,527,748,639,594,619
ENSMUSG00000020396.9,63,83,89,47,47,81
ENSMUSG00000009090.18,1426,1299,1788,1306,1350,1531
ENSMUSG00000034201.14,8,7,7,7,2,9
ENSMUSG00000009079.17,12400,10657,15446,11997,12693,13509
ENSMUSG00000034164.18,36,15,29,12,34,25
ENSMUSG00000020393.17,27,12,28,23,29,18
ENSMUSG00000041961.15,193,178,213,172,157,179
ENSMUSG00000020484.20,891,882,1088,1099,1260,1083
ENSMUSG00000020482.5,14,17,34,16,33,11
ENSMUSG00000049680.18,29,21,33,33,31,27
ENSMUSG00000020476.15,384,336,566,402,411,531
ENSMUSG00000020473.14,58,72,85,43,38,67
ENSMUSG00000020471.12,131,97,144,103,120,156
ENSMUSG00000020469.9,36,35,46,51,41,42
ENSMUSG00000041798.16,46,32,61,18,15,33
ENSMUSG00000002741.10,212,187,242,195,201,210
ENSMUSG00000057897.15,42,40,59,24,32,53
ENSMUSG00000053838.15,213,165,232,194,202,211
ENSMUSG00000004393.11,18,17,31,16,28,19
ENSMUSG00000004394.13,183,162,194,178,212,203
ENSMUSG00000020456.18,957,896,1211,991,1026,978
ENSMUSG00000041164.16,860,737,982,808,823,1012
ENSMUSG00000071866.13,888,689,959,879,965,1165
ENSMUSG00000041126.17,689,526,797,617,646,736
ENSMUSG00000083693.2,4,1,3,2,2,1
ENSMUSG00000094483.3,941,767,1014,949,885,752
ENSMUSG00000000378.16,422,323,454,430,447,485
ENSMUSG00000041073.11,10,7,8,9,11,4
ENSMUSG00000000384.16,22,11,20,27,32,33
ENSMUSG00000083819.2,69,55,58,67,81,45
ENSMUSG00000082579.2,53,62,73,51,55,85
ENSMUSG00000020431.6,54,56,93,65,71,65
ENSMUSG00000020427.12,134,74,120,174,243,118
ENSMUSG00000020422.15,139,98,158,119,115,105
ENSMUSG00000081539.2,91,79,105,125,111,93
ENSMUSG00000082095.2,75,61,96,73,55,84
ENSMUSG00000020413.12,20,13,25,9,14,19
ENSMUSG00000101841.2,381,333,457,400,431,431
ENSMUSG00000082312.2,3,1,3,2,2,5
ENSMUSG00000018654.19,2,3,4,2,2,1
ENSMUSG00000035455.13,36,33,65,40,38,25
ENSMUSG00000020176.18,84,58,76,83,115,73
ENSMUSG00000020173.18,8,3,5,8,8,9
ENSMUSG00000083859.2,12,14,17,16,4,8
ENSMUSG00000081631.2,50,35,44,43,45,54
ENSMUSG00000084183.2,1113,1027,1440,1035,1133,1486
ENSMUSG00000078974.11,50,37,53,62,63,79
ENSMUSG00000084347.4,367,409,549,422,439,502
ENSMUSG00000101316.2,118,90,148,137,158,135
ENSMUSG00000081332.2,41,32,39,23,30,16
ENSMUSG00000020122.17,74,34,49,88,60,46
ENSMUSG00000033953.11,1836,1519,2244,2094,1848,1724
ENSMUSG00000078970.6,48,47,63,56,32,48
ENSMUSG00000020116.8,204,179,256,240,236,239
ENSMUSG00000000581.9,7,3,1,4,6,4
ENSMUSG00000084413.2,843,649,1011,779,857,1171
ENSMUSG00000099449.2,12,7,12,6,2,6
ENSMUSG00000020160.19,5332,4747,6547,3175,3302,4892
ENSMUSG00000082100.2,377,287,431,367,317,352
ENSMUSG00000045671.18,366,252,413,373,445,438
ENSMUSG00000020152.8,4074,3355,4827,4329,4662,3494
ENSMUSG00000020149.18,15671,12922,18042,17525,17711,15638
ENSMUSG00000044066.15,4,4,2,3,6,4
ENSMUSG00000083792.2,1972,1685,2414,1862,1787,2077
ENSMUSG00000020142.13,41,39,44,26,48,37
ENSMUSG00000078965.6,7812,6362,9054,7424,7783,11168
ENSMUSG00000083878.4,9,4,6,11,15,18
ENSMUSG00000049800.14,316,239,351,358,291,280
ENSMUSG00000049659.16,152,125,195,142,157,138
ENSMUSG00000042363.15,153,89,203,134,181,146
ENSMUSG00000020134.14,816,716,981,763,775,749
ENSMUSG00000020128.16,1231,1132,1511,1413,1321,1002
ENSMUSG00000001891.17,2479,2147,2963,2780,2624,2198
ENSMUSG00000020321.17,2139,1753,2470,2013,2183,2189
ENSMUSG00000020319.10,9,8,17,8,10,15
ENSMUSG00000083761.2,532,447,606,522,517,606
ENSMUSG00000082874.5,695,673,874,960,770,840
ENSMUSG00000005917.16,10,6,23,9,8,8
ENSMUSG00000042302.15,2007,1638,2363,1958,2293,1897
ENSMUSG00000084081.4,36,23,27,31,41,33
ENSMUSG00000044068.9,3,1,3,3,1,5
ENSMUSG00000007739.11,8372,7453,10565,9064,8612,9445
ENSMUSG00000020290.15,7035,5756,8045,6667,7263,6041
ENSMUSG00000056342.17,4935,4164,5714,5591,5613,3821
ENSMUSG00000020288.14,1,1,1,1,1,1
ENSMUSG00000020286.14,8,2,5,6,2,3
ENSMUSG00000085415.2,11,13,24,14,19,25
ENSMUSG00000042208.16,93,110,116,126,96,74
ENSMUSG00000020283.6,295,247,339,300,372,263
ENSMUSG00000020280.13,10,7,10,2,6,8
ENSMUSG00000020275.10,8,12,13,15,10,10
ENSMUSG00000020273.14,788,616,864,863,883,632
ENSMUSG00000000861.16,318,243,345,146,172,259
ENSMUSG00000064090.15,82,68,76,73,92,50
ENSMUSG00000032878.17,18,14,21,9,8,4
ENSMUSG00000020467.16,1754,1507,2085,2291,2269,1951
ENSMUSG00000020464.16,315,275,371,386,387,287
ENSMUSG00000020463.16,3255,2863,3744,3561,3392,2847
ENSMUSG00000020462.15,246,241,319,340,274,340
ENSMUSG00000032740.18,926,717,992,672,642,708
ENSMUSG00000020459.15,248,202,310,235,251,204
ENSMUSG00000020460.16,16585,13742,19390,16508,18105,19058
ENSMUSG00000020458.17,3897,3254,4343,4224,4086,3739
ENSMUSG00000044072.15,2,14,11,8,2,6
ENSMUSG00000020315.19,11305,9500,12977,13621,13532,10770
ENSMUSG00000081712.2,5,7,12,6,8,14
ENSMUSG00000081887.2,229,235,305,280,263,261
ENSMUSG00000083655.2,22,23,43,43,31,45
ENSMUSG00000040850.18,4151,3494,4699,4485,4610,3608
ENSMUSG00000020305.14,5,4,17,7,11,9
ENSMUSG00000020311.18,1201,1001,1475,1361,1360,1146
ENSMUSG00000020309.7,54,50,60,36,48,36
ENSMUSG00000020303.3,111,83,133,86,157,132
ENSMUSG00000044502.17,37,30,40,40,42,31
ENSMUSG00000120081.1,20,32,27,26,29,24
ENSMUSG00000020300.15,823,623,934,791,804,625
ENSMUSG00000040767.12,13,9,11,6,12,16
ENSMUSG00000020282.19,258,202,289,241,314,281
ENSMUSG00000020289.16,141,135,175,128,116,196
ENSMUSG00000040711.9,350,322,453,375,362,298
ENSMUSG00000044949.5,861,676,932,789,845,778
ENSMUSG00000020272.9,72,66,135,74,85,112
ENSMUSG00000020271.18,1492,1262,1621,1603,1640,1323
ENSMUSG00000083303.2,573,521,649,802,649,630
ENSMUSG00000081076.4,1496,1395,1805,1592,1582,1913
ENSMUSG00000057967.13,76,77,85,95,82,119
ENSMUSG00000057113.14,6700,6247,8200,7470,5820,6654
ENSMUSG00000099902.2,46,62,85,90,58,76
ENSMUSG00000040610.8,6,5,10,10,1,5
ENSMUSG00000040594.20,143,127,192,210,195,132
ENSMUSG00000069913.4,4,4,3,5,8,11
ENSMUSG00000053519.18,155,139,196,43,59,164
ENSMUSG00000056427.11,31,23,27,29,48,34
ENSMUSG00000082309.4,539,453,652,517,587,598
ENSMUSG00000018846.9,1764,1465,2108,1997,1967,1505
ENSMUSG00000082688.2,757,768,969,889,741,916
ENSMUSG00000051062.7,5,4,2,5,4,6
ENSMUSG00000018848.5,396,374,466,380,427,385
ENSMUSG00000018849.7,930,827,1079,1106,1178,961
ENSMUSG00000049336.17,186,132,192,155,132,137
ENSMUSG00000082587.2,5,2,4,2,1,6
ENSMUSG00000082087.5,4,4,9,10,7,2
ENSMUSG00000042032.14,864,815,1121,1059,1108,1024
ENSMUSG00000020328.11,23,21,20,22,37,30
ENSMUSG00000020326.8,3689,3140,4200,4479,4097,3815
ENSMUSG00000084129.2,5,2,6,5,5,5
ENSMUSG00000058809.9,12780,11575,15823,13637,12946,12247
ENSMUSG00000081847.2,11,8,7,7,15,3
ENSMUSG00000007653.13,6,14,11,9,4,7
ENSMUSG00000020415.17,1,1,3,2,4,3
ENSMUSG00000020409.11,61,70,70,73,50,66
ENSMUSG00000044707.8,96,81,113,57,106,113
ENSMUSG00000044950.8,383,340,504,422,402,346
ENSMUSG00000041278.11,230,186,242,220,248,252
ENSMUSG00000041231.16,343,269,349,355,356,318
ENSMUSG00000019189.14,668,540,771,737,749,797
ENSMUSG00000057098.15,28,35,38,14,10,17
ENSMUSG00000080981.2,8,11,18,13,12,14
ENSMUSG00000006169.21,2310,1888,2669,2632,2801,2202
ENSMUSG00000044847.14,23,37,42,21,38,38
ENSMUSG00000011254.17,41,39,56,50,69,50
ENSMUSG00000082870.2,163,155,159,150,199,343
ENSMUSG00000069899.4,36,27,43,29,61,48
ENSMUSG00000011256.17,46,34,56,54,38,35
ENSMUSG00000020340.17,2153,1685,2440,2393,2318,2609
ENSMUSG00000081078.2,11,11,21,13,6,11
ENSMUSG00000020397.16,188,182,210,266,248,187
ENSMUSG00000082749.2,477,366,465,423,472,638
ENSMUSG00000020354.16,43,42,53,16,28,27
ENSMUSG00000083159.2,11,9,9,7,11,10
ENSMUSG00000082454.4,4227,3852,5115,4933,4752,4182
ENSMUSG00000020372.16,34701,29713,41504,34091,33839,40231
ENSMUSG00000040365.15,99,109,151,127,112,124
ENSMUSG00000078153.4,390,350,479,383,413,413
ENSMUSG00000084153.3,10,10,18,8,2,6
ENSMUSG00000046311.14,601,548,729,690,623,504
ENSMUSG00000020346.17,5,8,12,7,11,9
ENSMUSG00000084278.2,16,10,15,16,16,22
ENSMUSG00000020357.4,2,5,5,1,3,2
ENSMUSG00000020362.14,2155,1802,2484,2413,2438,1819
ENSMUSG00000083061.2,10754,9396,13241,11104,12256,12851
ENSMUSG00000020363.7,8,13,17,7,9,10
ENSMUSG00000020366.19,677,711,988,917,909,776
ENSMUSG00000020376.18,2397,2111,2823,2297,2275,2528
ENSMUSG00000084302.2,20,9,12,9,17,9
ENSMUSG00000036644.16,737,729,915,747,779,818
ENSMUSG00000015837.16,724,614,840,847,903,838
ENSMUSG00000036620.15,3310,2976,4075,3957,3778,3804
ENSMUSG00000050567.17,77,56,68,58,58,70
ENSMUSG00000020368.16,11176,9877,13442,13230,12915,11244
ENSMUSG00000082545.2,89,70,107,90,99,143
ENSMUSG00000007850.17,21871,17471,26099,21188,23151,19763
ENSMUSG00000020375.10,187,156,250,177,208,201
ENSMUSG00000036545.10,8,7,8,3,6,9
ENSMUSG00000048728.16,4,5,2,2,7,8
ENSMUSG00000020335.14,4,1,2,2,1,2
ENSMUSG00000020364.15,48,27,49,36,58,54
ENSMUSG00000020385.17,140,86,168,167,162,105
ENSMUSG00000020359.14,17,18,16,20,14,18
ENSMUSG00000020358.18,4800,4324,6039,4773,4892,5370
ENSMUSG00000001056.4,87,83,98,85,93,121
ENSMUSG00000001054.10,53,36,51,37,52,67
ENSMUSG00000001053.16,4,7,4,8,8,6
ENSMUSG00000007777.10,8,2,3,1,5,1
ENSMUSG00000036391.17,957,728,1045,1058,1143,761
ENSMUSG00000020386.6,907,765,1065,631,650,588
ENSMUSG00000020387.16,236,203,264,237,240,213
ENSMUSG00000020392.9,8,6,10,8,5,6
ENSMUSG00000020390.13,2737,2313,3210,3540,2977,2788
ENSMUSG00000020349.5,11258,9970,13364,12530,12384,12260
ENSMUSG00000036309.15,14564,12189,17850,15899,15278,16310
ENSMUSG00000000782.17,126,111,128,95,104,125
ENSMUSG00000020402.12,2844,2529,3567,3163,2956,3067
ENSMUSG00000036264.10,3,6,6,1,3,7
ENSMUSG00000058073.5,13,14,8,9,12,7
ENSMUSG00000020361.14,5379,4743,6426,5682,5346,5219
ENSMUSG00000018239.10,26,29,20,29,25,21
ENSMUSG00000049470.14,2370,1750,2419,2583,2640,1826
ENSMUSG00000085718.3,374,314,429,419,513,540
ENSMUSG00000018398.19,846,796,1087,830,943,921
ENSMUSG00000018395.20,31,32,31,27,26,17
ENSMUSG00000020380.17,599,515,766,592,683,562
ENSMUSG00000018899.18,15,10,17,16,16,15
ENSMUSG00000018900.8,13,9,10,8,17,11
ENSMUSG00000082380.2,26,21,32,29,26,31
ENSMUSG00000020388.13,6,8,6,11,5,12
ENSMUSG00000018906.15,39,40,55,63,57,47
ENSMUSG00000078151.4,29,26,47,39,34,43
ENSMUSG00000035992.16,326,269,365,340,382,232
ENSMUSG00000037533.21,254,217,292,238,300,191
ENSMUSG00000052298.13,6,9,9,4,5,5
ENSMUSG00000082503.2,23,24,16,14,30,30
ENSMUSG00000020268.15,4,1,1,5,5,7
ENSMUSG00000020267.7,1622,1286,1721,1518,1706,2036
ENSMUSG00000018339.13,22,12,24,12,13,29
ENSMUSG00000020400.18,205,213,304,232,254,296
ENSMUSG00000018340.14,1604,1418,2020,1382,1434,1753
ENSMUSG00000020261.16,30,39,36,41,38,28
ENSMUSG00000018593.14,1121,1034,1448,1117,1454,1489
ENSMUSG00000018583.6,246,201,224,231,222,247
ENSMUSG00000020524.17,4,4,4,4,1,3
ENSMUSG00000020523.15,31,16,15,31,30,22
ENSMUSG00000020520.15,153,167,192,138,154,195
ENSMUSG00000020519.6,99,96,129,104,112,116
ENSMUSG00000037331.16,2489,1966,2936,2437,2549,2037
ENSMUSG00000020515.14,25,28,33,44,29,27
ENSMUSG00000020514.9,11,11,7,11,5,9
ENSMUSG00000037243.18,25,17,31,16,26,17
ENSMUSG00000013646.18,125,76,98,112,119,116
ENSMUSG00000084384.4,79,71,99,68,69,78
ENSMUSG00000085342.2,19,34,35,31,22,41
ENSMUSG00000020496.11,53,42,68,30,43,59
ENSMUSG00000020455.17,28,25,38,25,22,52
ENSMUSG00000061462.19,9,9,14,9,17,6
ENSMUSG00000020441.7,4,3,6,6,8,9
ENSMUSG00000048076.15,6065,5365,7677,6110,6686,7410
ENSMUSG00000000126.12,6,8,11,4,9,10
ENSMUSG00000084145.4,341,295,386,349,340,340
ENSMUSG00000020472.15,58,47,73,53,51,57
ENSMUSG00000005417.18,493,518,612,547,574,553
ENSMUSG00000032633.13,125,107,149,138,159,137
ENSMUSG00000019373.12,2450,2270,3039,2566,2523,2911
ENSMUSG00000032615.15,15,13,18,10,10,18
ENSMUSG00000061650.7,19,17,22,18,19,13
ENSMUSG00000049892.8,8,10,15,4,12,6
ENSMUSG00000062115.16,120,106,131,105,120,132
ENSMUSG00000020538.16,20,12,26,15,23,18
ENSMUSG00000000538.19,30,21,33,11,13,25
ENSMUSG00000042709.17,53,53,110,63,71,68
ENSMUSG00000018415.15,173,153,231,193,178,161
ENSMUSG00000084249.2,71,63,74,48,61,92
ENSMUSG00000020537.10,324,264,384,331,331,405
ENSMUSG00000042650.4,968,831,1246,946,1049,1190
ENSMUSG00000093924.2,1,4,7,5,1,5
ENSMUSG00000020536.13,85,73,108,85,88,115
ENSMUSG00000002812.5,900,694,1041,865,926,903
ENSMUSG00000002814.16,42,45,87,53,73,67
ENSMUSG00000049323.9,121,120,200,175,124,93
ENSMUSG00000020534.15,23,25,22,17,23,36
ENSMUSG00000081578.3,6,4,7,4,6,9
ENSMUSG00000043284.13,203,188,204,217,227,270
ENSMUSG00000018931.4,15,14,16,8,10,20
ENSMUSG00000018932.10,218,207,269,233,267,247
ENSMUSG00000042529.15,6,8,5,9,2,4
ENSMUSG00000042506.16,1352,1129,1601,1292,1403,1194
ENSMUSG00000010025.20,192,170,223,188,231,256
ENSMUSG00000082032.2,292,284,398,388,278,294
ENSMUSG00000042436.13,7,3,7,1,7,3
ENSMUSG00000001034.18,174,158,209,157,168,215
ENSMUSG00000001039.13,171,149,197,149,184,228
ENSMUSG00000001036.18,69,53,77,73,78,67
ENSMUSG00000042377.9,82,86,110,91,83,82
ENSMUSG00000020528.15,286,273,310,313,348,296
ENSMUSG00000004798.15,570,477,632,544,572,491
ENSMUSG00000047804.16,526,453,590,588,640,475
ENSMUSG00000042331.14,28,17,23,26,31,25
ENSMUSG00000018500.3,16,5,13,16,15,12
ENSMUSG00000014243.6,2,2,5,4,9,4
ENSMUSG00000042298.19,218,171,284,232,245,211
ENSMUSG00000018501.18,2921,2550,3540,3179,3246,2452
ENSMUSG00000018509.9,242,168,237,190,220,277
ENSMUSG00000019505.8,12481,11210,15687,12782,13695,16307
ENSMUSG00000005267.14,2,3,4,4,1,1
ENSMUSG00000084020.4,10,4,8,3,10,8
ENSMUSG00000047342.18,7,5,10,8,13,7
ENSMUSG00000047821.17,18,7,19,22,20,14
ENSMUSG00000014177.11,13,4,11,10,18,11
ENSMUSG00000018217.13,4,10,7,20,12,10
ENSMUSG00000081600.4,31,33,35,27,29,38
ENSMUSG00000081455.2,32,32,52,39,64,51
ENSMUSG00000070407.6,21,19,21,9,12,16
ENSMUSG00000042148.9,2,6,7,3,5,8
ENSMUSG00000047759.7,2,6,3,5,6,4
ENSMUSG00000081756.2,4,2,7,3,1,6
ENSMUSG00000020549.15,65,59,81,52,51,54
ENSMUSG00000033389.17,135,84,145,119,108,121
ENSMUSG00000033352.12,3466,2912,3973,3903,3707,3208
ENSMUSG00000018347.17,12,3,10,9,13,12
ENSMUSG00000020910.17,18,10,11,9,17,13
ENSMUSG00000069844.13,57,63,78,59,74,76
ENSMUSG00000020908.15,5,15,7,3,10,7
ENSMUSG00000056328.15,9,7,11,3,5,12
ENSMUSG00000057003.13,3,6,2,2,7,5
ENSMUSG00000055775.17,6,2,2,8,4,5
ENSMUSG00000060180.13,6,2,2,3,2,3
ENSMUSG00000033066.18,83,61,92,81,95,78
ENSMUSG00000020905.12,12,15,20,10,14,23
ENSMUSG00000020903.14,47,39,55,39,31,50
ENSMUSG00000020902.13,80,89,98,39,42,79
ENSMUSG00000020900.16,8328,7257,9643,8116,8021,7324
ENSMUSG00000018736.15,826,700,942,920,928,780
ENSMUSG00000018740.15,6,10,7,5,10,9
ENSMUSG00000020899.17,176,163,188,119,161,180
ENSMUSG00000020897.13,22,20,23,12,28,23
ENSMUSG00000045176.4,12,3,3,9,5,10
ENSMUSG00000020894.18,332,235,380,276,313,368
ENSMUSG00000020893.18,336,293,374,268,280,311
ENSMUSG00000023781.3,4,3,11,11,5,11
ENSMUSG00000032782.20,34,19,34,23,24,24
ENSMUSG00000049299.15,1160,939,1373,1096,1134,1348
ENSMUSG00000018474.19,1474,1350,1785,1267,1351,1421
ENSMUSG00000059278.10,11,8,15,7,17,11
ENSMUSG00000018476.8,911,797,1084,883,979,962
ENSMUSG00000003934.6,260,240,329,202,200,306
ENSMUSG00000041346.12,132,117,129,117,129,157
ENSMUSG00000059552.14,7,8,20,15,14,18
ENSMUSG00000041329.14,7,5,2,4,1,2
ENSMUSG00000069835.11,9,11,10,15,9,13
ENSMUSG00000018765.7,2386,2124,2964,2336,2579,2595
ENSMUSG00000018761.15,11,5,8,4,7,10
ENSMUSG00000059796.17,32645,27743,39133,33507,34089,36622
ENSMUSG00000005204.13,1964,1795,2382,2139,2094,2304
ENSMUSG00000005198.16,3811,3242,4405,3636,3836,3688
ENSMUSG00000018750.15,178,146,185,155,179,172
ENSMUSG00000041189.10,5,1,3,3,8,7
ENSMUSG00000042826.14,40,29,42,21,23,42
ENSMUSG00000051790.16,371,303,448,324,345,338
ENSMUSG00000070394.11,11,12,14,15,21,17
ENSMUSG00000019461.13,16,14,17,18,17,17
ENSMUSG00000047284.15,304,241,344,313,312,291
ENSMUSG00000023170.15,912,847,1181,907,953,1061
ENSMUSG00000078812.11,32637,29305,39963,34743,33872,39980
ENSMUSG00000018554.14,86,72,105,69,94,79
ENSMUSG00000018566.15,8,7,9,7,3,5
ENSMUSG00000018569.13,1065,872,1374,1331,1458,1375
ENSMUSG00000018559.17,3758,3284,4263,3394,3388,4027
ENSMUSG00000018567.15,9085,8372,11054,9306,8975,11158
ENSMUSG00000018572.11,1067,965,1353,1176,1256,1279
ENSMUSG00000020888.17,142,122,182,123,183,158
ENSMUSG00000020886.18,817,666,979,598,599,715
ENSMUSG00000044367.8,27,9,22,24,28,26
ENSMUSG00000018921.12,251,167,278,204,204,235
ENSMUSG00000060216.16,405,401,514,346,388,551
ENSMUSG00000018923.14,2,2,5,5,5,10
ENSMUSG00000018286.7,1142,951,1432,1107,1188,1430
ENSMUSG00000020828.14,232,211,277,212,254,245
ENSMUSG00000020827.19,1871,1572,2293,1909,2023,1900
ENSMUSG00000014606.15,691,588,813,680,764,891
ENSMUSG00000040746.16,753,700,965,813,814,929
ENSMUSG00000018293.5,24988,21201,30150,25329,27200,33533
ENSMUSG00000060600.16,36,26,35,30,17,45
ENSMUSG00000018287.13,1488,1452,2055,1611,1839,1808
ENSMUSG00000040712.17,428,355,488,426,405,469
ENSMUSG00000020821.18,1594,1415,1955,1701,1648,1699
ENSMUSG00000020817.17,1092,1010,1348,1143,1089,999
ENSMUSG00000040667.12,427,390,524,506,492,550
ENSMUSG00000018446.9,745,605,852,739,812,906
ENSMUSG00000040620.16,660,548,796,652,730,571
ENSMUSG00000018442.14,658,553,756,775,731,780
ENSMUSG00000018451.8,11,11,16,6,11,12
ENSMUSG00000020811.17,3,5,6,2,4,3
ENSMUSG00000040543.17,4,6,8,4,13,7
ENSMUSG00000020801.9,125,101,109,127,153,168
ENSMUSG00000045667.15,7,6,18,8,11,14
ENSMUSG00000020794.14,3771,3286,4555,4040,4023,3724
ENSMUSG00000020790.15,117,93,117,123,120,114
ENSMUSG00000055670.15,365,272,430,335,386,272
ENSMUSG00000084329.2,176,172,242,181,184,230
ENSMUSG00000020788.16,147,124,188,36,56,138
ENSMUSG00000020785.18,6,8,10,6,9,6
ENSMUSG00000020783.15,680,591,819,598,660,587
ENSMUSG00000005947.12,23,16,25,15,24,26
ENSMUSG00000047260.5,434,396,575,473,541,569
ENSMUSG00000040158.13,558,458,691,609,556,668
ENSMUSG00000005951.14,22,22,35,35,36,32
ENSMUSG00000005952.16,25,12,27,15,31,5
ENSMUSG00000043029.3,2,3,8,3,8,7
ENSMUSG00000081932.2,50,47,65,45,48,54
ENSMUSG00000038807.20,189,153,210,138,181,139
ENSMUSG00000020741.18,651,616,884,588,608,731
ENSMUSG00000020745.16,6246,5278,7340,6538,6274,5611
ENSMUSG00000010554.15,237,201,285,255,255,185
ENSMUSG00000000282.13,209,167,287,165,175,212
ENSMUSG00000038351.15,497,449,583,499,506,518
ENSMUSG00000038335.14,6,9,8,6,7,9
ENSMUSG00000001323.18,130,116,171,143,156,158
ENSMUSG00000038290.16,1379,1209,1752,1340,1359,1464
ENSMUSG00000085738.3,45,53,79,51,45,61
ENSMUSG00000082481.2,5865,4776,7205,6230,6373,7407
ENSMUSG00000078789.10,72,52,62,71,76,85
ENSMUSG00000045287.7,11,25,20,8,11,22
ENSMUSG00000000751.14,166,162,202,152,174,184
ENSMUSG00000000753.16,8,4,10,2,8,5
ENSMUSG00000084224.2,8,16,17,13,22,23
ENSMUSG00000045374.19,72,50,79,77,63,65
ENSMUSG00000020850.15,9041,7966,10624,8696,8926,8994
ENSMUSG00000038178.17,125,124,155,192,173,175
ENSMUSG00000017781.18,2357,1976,2854,2635,2593,2511
ENSMUSG00000017774.20,622,582,714,488,556,569
ENSMUSG00000017776.16,1974,1553,2336,2086,2296,1758
ENSMUSG00000020849.14,37088,32233,45297,38575,40948,42660
ENSMUSG00000020848.8,13,12,9,8,11,23
ENSMUSG00000020847.16,71,71,93,62,84,81
ENSMUSG00000017288.16,153,121,178,152,144,121
ENSMUSG00000017286.16,378,343,483,441,442,474
ENSMUSG00000038046.5,94,67,108,67,95,111
ENSMUSG00000020844.7,1231,1146,1471,1366,1332,1472
ENSMUSG00000020843.16,10,11,11,8,11,17
ENSMUSG00000017631.20,1323,1053,1617,1229,1215,1239
